|LEVEL|NAME|EMPID|TYPE|
|5|FULL_PH04E_INSERT_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|FULL_PH04_LOAD_AR_DLQ_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|INC_PH04A_UPDATE_ROWS_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|INC_PH04_LOAD_AR_DLQ_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|REJECT_PH04F_LOAD_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|REJECT_PH04J_DELETE_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_DLQ_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|REJECT_PH04_LOAD_AR_DLQ_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_DLQ_SMY|JOB|
|5|FULL_PH04A_INSERT_ROWS_AR_FEE_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|FULL_PH04B_DELETE_AR_FEE_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|FULL_PH04_LOAD_AR_FEE_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|REJECT_PH04F_LOAD_AR_FEE_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|REJECT_PH04J_DELETE_AR_FEE_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_FEE_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_FEE_SMY_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|REJECT_PH04_LOAD_AR_FEE_SMY_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_FEE_SMY|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04B_DELETE_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04E_INSERT_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04_LOAD_AR_X_AR_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04F_LOAD_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04G_DELETE_ROWS_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04G_GET_HIST_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04I_GET_DELETED_ROWS_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04I_INSERT_ROWS_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04J_CLEAR_REJECT_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_AR_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|REJECT_PH04_LOAD_AR_X_AR_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR|JOB|
|5|FULL_PH04B_DELETE_AR_X_AR_FCT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR_FCT|JOB|
|5|FULL_PH04E_INSERT_AR_X_AR_FCT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR_FCT|JOB|
|5|FULL_PH04_LOAD_AR_X_AR_FCT_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR_FCT|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_AR_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR_TP|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_AR_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR_TP|JOB|
|5|FULL_PH04_LOAD_AR_X_AR_TP_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AR_TP|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04B_DELETE_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04E_INSERT_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04_LOAD_AR_X_AU_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04F_LOAD_ABS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04F_LOAD_ABS_AR_X_AU_MBK_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04F_LOAD_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04G_DELETE_ROWS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04G_GET_HIST_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04I_GET_DELETED_ROWS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04I_INSERT_ROWS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04J_CLEAR_REJECT_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_AU_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|REJECT_PH04_LOAD_AR_X_AU_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_AU_EXCL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04B_DELETE_AR_X_AU_EXCL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_AU_EXCL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_AU_EXCL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_AU_EXCL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04E_INSERT_AR_X_AU_EXCL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04_LOAD_AR_X_AU_EXCL_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_EXCL|JOB|
|5|FULL_PH04B_DELETE_AR_X_AU_FCT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_FCT|JOB|
|5|FULL_PH04E_INSERT_AR_X_AU_FCT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_FCT|JOB|
|5|FULL_PH04_LOAD_AR_X_AU_FCT_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_AU_FCT|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04B_DELETE_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04E_INSERT_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04_LOAD_AR_X_CD_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04F_LOAD_AR_X_CD_BIS_LORONOSTRO_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04F_LOAD_AR_X_CD_LORONOSTRO_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04F_LOAD_AR_X_CD_MBK_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04G_GET_HIST_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04I_GET_DELETED_ROWS_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_CD_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|REJECT_PH04_LOAD_AR_X_CD_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CD|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04B_DELETE_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04E_INSERT_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04_LOAD_AR_X_CL_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04F_LOAD_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04F_LOAD_AR_X_CL_LLP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04G_GET_HIST_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04I_GET_DELETED_ROWS_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_CL_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|REJECT_PH04_LOAD_AR_X_CL_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_CL|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|FULL_PH04B_DELETE_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|FULL_PH04E_INSERT_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|FULL_PH04_LOAD_AR_X_EV_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04F_LOAD_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04G_DELETE_ROWS_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04I_INSERT_ROWS_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04J_CLEAR_REJECT_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_EV_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|REJECT_PH04_LOAD_AR_X_EV_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_EV|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|FULL_PH04B_DELETE_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|FULL_PH04E_INSERT_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|FULL_PH04_LOAD_AR_X_GRP_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|REJECT_PH04J_DELETE_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_GRP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|REJECT_PH04_LOAD_AR_X_GRP_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_GRP|JOB|
|5|CP|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|FOLDER|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04B_DELETE_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04E_INSERT_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04F_POST_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|FULL_PH04_LOAD_AR_X_IP_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_ACCRED_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_BIS_LORONOSTRO_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_CREDIT_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_GARANTEE_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_INSURANCE_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_LORONOSTRO_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_IP_MBK_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04G_GET_HIST_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04I_GET_DELETED_ROWS_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04J_DELETE_ROWS_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04K_INSERT_ROWS_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04L_UPDATE_ROWS_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04M_CLEAR_REJECT_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|5|REJECT_PH04_LOAD_AR_X_IP_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP|JOB|
|6|REJECT_PH04F_LOAD_AR_X_IP_JOB1|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP\\CP|JOB|
|6|REJECT_PH04G_DELETE_ROWS_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP\\CP|JOB|
|6|REJECT_PH04I_INSERT_ROWS_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP\\CP|JOB|
|6|REJECT_PH04J_CLEAR_REJECT_AR_X_IP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_IP\\CP|JOB|
|5|FULL_PH04A_DELETE_LOADING_DT_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|FULL_PH04B_DELETE_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|FULL_PH04C_OPEN_HISTORY_LOADING_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|FULL_PH04DA_CLOSE_HISTORY_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|FULL_PH04D_CLOSE_HISTORY_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|FULL_PH04E_INSERT_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|FULL_PH04_LOAD_AR_X_LMT_TP_SEQ|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|REJECT_PH04F_LOAD_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|REJECT_PH04G_DELETE_ROWS_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|REJECT_PH04G_GET_HIST_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|REJECT_PH04H_UNION_HIST_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|REJECT_PH04I_GET_DELETED_ROWS_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
|5|REJECT_PH04I_INSERT_ROWS_AR_X_LMT_TP_JOB|\\_DWH\\20_LOAD_JOBS\\PH04_LOAD\\AR_X_LMT_TP|JOB|
